No,IDBrokerSummary,Date,IDFirm,FirmName,Volume,Value,Frequency,Year
1,548431,2019-01-02T00:00:00,AD,OSO Sekuritas Indonesia,783550100.0,183076338100.0,5908.0,2019
2,548432,2019-01-02T00:00:00,AF,Harita Kencana Sekuritas,6504700.0,3406441100.0,230.0,2019
3,548433,2019-01-02T00:00:00,AG,Kiwoom Sekuritas Indonesia,106706100.0,77614027900.0,5171.0,2019
4,548434,2019-01-02T00:00:00,AH,Shinhan Sekuritas Indonesia,27623600.0,14439114200.0,840.0,2019
5,548435,2019-01-02T00:00:00,AI,UOB Kay Hian Sekuritas,75511920.0,65352719700.0,4869.0,2019
6,548436,2019-01-02T00:00:00,AK,UBS Sekuritas Indonesia,53734732.0,191901200600.0,11373.0,2019
7,548437,2019-01-02T00:00:00,AN,Wanteg Sekuritas,8356100.0,6942504400.0,1079.0,2019
8,548438,2019-01-02T00:00:00,AO,ERDIKHA ELIT SEKURITAS,48284800.0,35800128400.0,2912.0,2019
9,548439,2019-01-02T00:00:00,AP,Pacific Sekuritas Indonesia,743879900.0,204269902900.0,156.0,2019
10,548440,2019-01-02T00:00:00,AR,Binaartha Sekuritas,18025500.0,11081734700.0,250.0,2019
11,548441,2019-01-02T00:00:00,AT,Phintraco Sekuritas,20532200.0,10047401200.0,3378.0,2019
12,548442,2019-01-02T00:00:00,AZ,Sucor Sekuritas,102136856.0,80854131322.0,2596.0,2019
13,548443,2019-01-02T00:00:00,BF,Inti Fikasa Sekuritas,985300.0,612985400.0,190.0,2019
14,548444,2019-01-02T00:00:00,BK,J.P. Morgan Sekuritas Indonesia,36167600.0,154841190600.0,10423.0,2019
15,548445,2019-01-02T00:00:00,BQ,Korea Investment and Sekuritas Indonesia,89391100.0,50144053300.0,3428.0,2019
16,548446,2019-01-02T00:00:00,BR,Trust Sekuritas,60911300.0,80631764500.0,2526.0,2019
17,548447,2019-01-02T00:00:00,BS,Equity Sekuritas Indonesia,149753600.0,31537721200.0,641.0,2019
18,548448,2019-01-02T00:00:00,BZ,BATAVIA PROSPERINDO SEKURITAS,3222500.0,1545997400.0,139.0,2019
19,548449,2019-01-02T00:00:00,CC,MANDIRI SEKURITAS,557018163.0,417778425406.0,45406.0,2019
20,548450,2019-01-02T00:00:00,CD,Mega Capital Sekuritas,55496900.0,57381838400.0,3631.0,2019
21,548451,2019-01-02T00:00:00,CG,Citigroup Sekuritas Indonesia,65036176.0,171263852000.0,11189.0,2019
22,548452,2019-01-02T00:00:00,CP,Valbury Sekuritas Indonesia,10976825400.0,826533350400.0,12390.0,2019
23,548453,2019-01-02T00:00:00,CS,Credit Suisse Sekuritas Indonesia,119085500.0,445126575200.0,9934.0,2019
24,548454,2019-01-02T00:00:00,DB,Deutsche Sekuritas Indonesia,88472700.0,278449735200.0,18655.0,2019
25,548455,2019-01-02T00:00:00,DD,Makindo Sekuritas,195100.0,51189200.0,16.0,2019
26,548456,2019-01-02T00:00:00,DH,SINARMAS SEKURITAS,102829400.0,136952797400.0,9423.0,2019
27,548457,2019-01-02T00:00:00,DM,Masindo Artha Sekuritas,23413100.0,5923262300.0,258.0,2019
28,548458,2019-01-02T00:00:00,DP,DBS Vickers Sekuritas Indonesia,8947800.0,44636677400.0,940.0,2019
29,548459,2019-01-02T00:00:00,DR,RHB Sekuritas Indonesia,137227900.0,139980033300.0,14145.0,2019
30,548460,2019-01-02T00:00:00,DX,Bahana Sekuritas,103349060.0,116685359000.0,5107.0,2019
31,548461,2019-01-02T00:00:00,EL,Evergreen Sekuritas Indonesia,274839200.0,129228919100.0,2751.0,2019
32,548462,2019-01-02T00:00:00,EP,MNC Sekuritas,458200500.0,129477161200.0,11778.0,2019
33,548463,2019-01-02T00:00:00,ES,EKOKAPITAL SEKURITAS,4297000.0,3592357300.0,369.0,2019
34,548464,2019-01-02T00:00:00,FG,Nomura Sekuritas Indonesia,45958700.0,142850446600.0,3853.0,2019
35,548465,2019-01-02T00:00:00,FM,ONIX SEKURITAS,29839800.0,22490962700.0,2182.0,2019
36,548466,2019-01-02T00:00:00,FO,Forte Global Sekuritas,303100.0,71776000.0,8.0,2019
37,548467,2019-01-02T00:00:00,FS,Yuanta Sekuritas Indonesia,607129900.0,177777442800.0,4314.0,2019
38,548468,2019-01-02T00:00:00,FZ,Waterfront Sekuritas Indonesia,70146400.0,60643704100.0,3197.0,2019
39,548469,2019-01-02T00:00:00,GA,BNC Sekuritas Indonesia,90032600.0,37342174100.0,2750.0,2019
40,548470,2019-01-02T00:00:00,GI,Mahastra Andalan Sekuritas,675700.0,622654500.0,72.0,2019
41,548471,2019-01-02T00:00:00,GR,PANIN SEKURITAS Tbk.,163029460.0,125451155880.0,13235.0,2019
42,548472,2019-01-02T00:00:00,GW,HSBC Sekuritas Indonesia,64533200.0,230454273100.0,588.0,2019
43,548473,2019-01-02T00:00:00,HD,KGI Sekuritas Indonesia,153661500.0,99827371700.0,3734.0,2019
44,548474,2019-01-02T00:00:00,HP,Henan Putihrai Sekuritas,54346000.0,48425758600.0,4847.0,2019
45,548475,2019-01-02T00:00:00,ID,Anugerah Sekuritas Indonesia,272643300.0,81140902500.0,2128.0,2019
46,548476,2019-01-02T00:00:00,IF,SAMUEL SEKURITAS INDONESIA,71339600.0,45999829600.0,4863.0,2019
47,548477,2019-01-02T00:00:00,IH,Pacific 2000 Sekuritas,29221600.0,26121016800.0,1475.0,2019
48,548478,2019-01-02T00:00:00,II,Danatama Makmur Sekuritas,15922700.0,1459040800.0,65.0,2019
49,548479,2019-01-02T00:00:00,IN,INVESTINDO NUSANTARA SEKURITA,31816400.0,21870452300.0,2817.0,2019
50,548480,2019-01-02T00:00:00,IP,Indosurya Bersinar Sekuritas,49955800.0,25964489400.0,1866.0,2019
51,548481,2019-01-02T00:00:00,IT,INTI TELADAN SEKURITAS,1081100.0,2262080000.0,148.0,2019
52,548482,2019-01-02T00:00:00,IU,Indo Capital Sekuritas,44107300.0,32582177100.0,2961.0,2019
53,548483,2019-01-02T00:00:00,KI,Ciptadana Sekuritas Asia,2099345560.0,1838597884664.0,2273.0,2019
54,548484,2019-01-02T00:00:00,KK,Phillip Sekuritas Indonesia,199571000.0,130326488800.0,22263.0,2019
55,548485,2019-01-02T00:00:00,KS,Kresna Sekuritas,997561800.0,640334986400.0,3553.0,2019
56,548486,2019-01-02T00:00:00,KW,Corpus Sekuritas Indonesia,130500.0,132074000.0,32.0,2019
57,548487,2019-01-02T00:00:00,KZ,CLSA Sekuritas Indonesia,38306437.0,135559622394.0,8031.0,2019
58,548488,2019-01-02T00:00:00,LG,Trimegah Sekuritas Indonesia Tbk.,260195200.0,199092226500.0,10081.0,2019
59,548489,2019-01-02T00:00:00,LH,Royal Investium Sekuritas,241086300.0,89499434300.0,2189.0,2019
60,548490,2019-01-02T00:00:00,LS,Reliance Sekuritas Indonesia Tbk.,330133300.0,112063579000.0,3488.0,2019
61,548491,2019-01-02T00:00:00,MG,Semesta Indovest Sekuritas,110645200.0,85314673500.0,5833.0,2019
62,548492,2019-01-02T00:00:00,MI,Victoria Sekuritas Indonesia,11150200.0,15903411400.0,772.0,2019
63,548493,2019-01-02T00:00:00,MK,Ekuator Swarna Sekuritas,14369900.0,15562018000.0,917.0,2019
64,548494,2019-01-02T00:00:00,ML,Merrill Lynch Sekuritas Indonesia,59128300.0,316721629800.0,12867.0,2019
65,548495,2019-01-02T00:00:00,MS,Morgan Stanley Sekuritas Indonesia,79113000.0,345237596000.0,6506.0,2019
66,548496,2019-01-02T00:00:00,MU,Minna Padi Investama Sekuritas,19787594.0,16121489550.0,377.0,2019
67,548497,2019-01-02T00:00:00,NI,BNI Sekuritas,1244809158.0,661880019400.0,23229.0,2019
68,548498,2019-01-02T00:00:00,OD,DANAREKSA SEKURITAS,130253500.0,118731328700.0,8890.0,2019
69,548499,2019-01-02T00:00:00,OK,NET SEKURITAS,2181200.0,1668284800.0,166.0,2019
70,548500,2019-01-02T00:00:00,PC,FAC Sekuritas Indonesia,565644900.0,221645583800.0,4420.0,2019
71,548501,2019-01-02T00:00:00,PD,Indo Premier Sekuritas,303215800.0,212531221900.0,45052.0,2019
72,548502,2019-01-02T00:00:00,PF,Danasakti Sekuritas Indonesia,17754400.0,15266881100.0,2410.0,2019
73,548503,2019-01-02T00:00:00,PG,Panca Global Sekuritas,140738800.0,50306948700.0,846.0,2019
74,548504,2019-01-02T00:00:00,PI,Magenta Kapital Sekuritas Indonesia,886200.0,1242001100.0,98.0,2019
75,548505,2019-01-02T00:00:00,PK,Pratama Capital Sekuritas,128352800.0,40218016600.0,267.0,2019
76,548506,2019-01-02T00:00:00,PO,Pilarmas Investindo Sekuritas,100310800.0,55940528600.0,3039.0,2019
77,548507,2019-01-02T00:00:00,PP,Aldiracita Sekuritas Indonesia,118800.0,168635400.0,72.0,2019
78,548508,2019-01-02T00:00:00,PS,PARAMITRA ALFA SEKURITAS,30073800.0,31295028500.0,2358.0,2019
79,548509,2019-01-02T00:00:00,QA,Pool Advista Sekuritas,386544600.0,93319046300.0,288.0,2019
80,548510,2019-01-02T00:00:00,RB,Nikko Sekuritas Indonesia,3208776.0,2297914950.0,221.0,2019
81,548511,2019-01-02T00:00:00,RF,Buana Capital Sekuritas,145137300.0,51986291500.0,1249.0,2019
82,548512,2019-01-02T00:00:00,RG,Profindo Sekuritas Indonesia,85412000.0,38023658100.0,2548.0,2019
83,548513,2019-01-02T00:00:00,RO,NISP SEKURITAS,88621500.0,37383934400.0,2731.0,2019
84,548514,2019-01-02T00:00:00,RS,Yulie Sekuritas Indonesia Tbk.,3462500.0,2006831500.0,86.0,2019
85,548515,2019-01-02T00:00:00,RX,Macquarie Sekuritas Indonesia,126710100.0,351386927200.0,8704.0,2019
86,548516,2019-01-02T00:00:00,SA,BOSOWA SEKURITAS,395739100.0,104963111500.0,3511.0,2019
87,548517,2019-01-02T00:00:00,SC,IMG Sekuritas,7000.0,35950000.0,2.0,2019
88,548518,2019-01-02T00:00:00,SF,Surya Fajar Sekuritas,144906200.0,20860121500.0,103.0,2019
89,548519,2019-01-02T00:00:00,SH,Artha Sekuritas Indonesia,129000600.0,119824587500.0,2950.0,2019
90,548520,2019-01-02T00:00:00,SQ,BCA Sekuritas,24245100.0,26994164350.0,4724.0,2019
91,548521,2019-01-02T00:00:00,SS,Supra Sekuritas Indonesia,5106900.0,2866036400.0,278.0,2019
92,548522,2019-01-02T00:00:00,TF,Universal Broker Indonesia Sekuritas,164346000.0,103160345900.0,2483.0,2019
93,548523,2019-01-02T00:00:00,TP,OCBC Sekuritas Indonesia,203727500.0,85384780900.0,3485.0,2019
94,548524,2019-01-02T00:00:00,TS,Dwidana Sakti Sekuritas,28369300.0,6333935000.0,93.0,2019
95,548525,2019-01-02T00:00:00,TX,Dhanawibawa Sekuritas Indonesia,98528328.0,60470788850.0,481.0,2019
96,548526,2019-01-02T00:00:00,XA,NH Korindo Sekuritas Indonesia,694867600.0,169518861400.0,5325.0,2019
97,548527,2019-01-02T00:00:00,XC,Primasia Unggul Sekuritas,1184700.0,1409798500.0,238.0,2019
98,548528,2019-01-02T00:00:00,XL,Mahakarya Artha Sekuritas,12736600.0,3797933600.0,559.0,2019
99,548529,2019-01-02T00:00:00,YB,Jasa Utama Capital Sekuritas,898487500.0,293432428400.0,8148.0,2019
100,548530,2019-01-02T00:00:00,YJ,Lotus Andalan Sekuritas,535077200.0,175972768000.0,10599.0,2019
101,548531,2019-01-02T00:00:00,YO,Amantara Sekuritas Indonesia,3135000.0,599593100.0,235.0,2019
102,548532,2019-01-02T00:00:00,YP,Mirae Asset Sekuritas Indonesia,888136606.0,495985333900.0,80865.0,2019
103,548533,2019-01-02T00:00:00,YU,CGS-CIMB Sekuritas Indonesia,552602770.0,1673582849360.0,20956.0,2019
104,548534,2019-01-02T00:00:00,ZP,Maybank Kim Eng Sekuritas,129212600.0,207213813200.0,11092.0,2019
105,548535,2019-01-02T00:00:00,ZR,Bumiputera Sekuritas,547610100.0,188757103800.0,971.0,2019
1,548641,2019-01-03T00:00:00,AD,OSO Sekuritas Indonesia,553572800.0,182542670000.0,5897.0,2019
2,548642,2019-01-03T00:00:00,AF,Harita Kencana Sekuritas,9776700.0,7638547600.0,544.0,2019
3,548643,2019-01-03T00:00:00,AG,Kiwoom Sekuritas Indonesia,524293100.0,158929698700.0,7684.0,2019
4,548644,2019-01-03T00:00:00,AH,Shinhan Sekuritas Indonesia,57973300.0,15293716100.0,853.0,2019
5,548645,2019-01-03T00:00:00,AI,UOB Kay Hian Sekuritas,82698500.0,96825351800.0,6631.0,2019
6,548646,2019-01-03T00:00:00,AK,UBS Sekuritas Indonesia,198400974.0,400442391490.0,22487.0,2019
7,548647,2019-01-03T00:00:00,AN,Wanteg Sekuritas,92384900.0,29616158400.0,1479.0,2019
8,548648,2019-01-03T00:00:00,AO,ERDIKHA ELIT SEKURITAS,72677200.0,57020539200.0,4432.0,2019
9,548649,2019-01-03T00:00:00,AP,Pacific Sekuritas Indonesia,345415800.0,151880204400.0,26.0,2019
10,548650,2019-01-03T00:00:00,AR,Binaartha Sekuritas,37497500.0,10239957900.0,199.0,2019
11,548651,2019-01-03T00:00:00,AT,Phintraco Sekuritas,24386100.0,13527250100.0,4017.0,2019
12,548652,2019-01-03T00:00:00,AZ,Sucor Sekuritas,58629124.0,51758414082.0,3614.0,2019
13,548653,2019-01-03T00:00:00,BF,Inti Fikasa Sekuritas,852700.0,347621600.0,34.0,2019
14,548654,2019-01-03T00:00:00,BK,J.P. Morgan Sekuritas Indonesia,39532194.0,151037168132.0,9814.0,2019
15,548655,2019-01-03T00:00:00,BQ,Korea Investment and Sekuritas Indonesia,120140700.0,52763676700.0,3981.0,2019
16,548656,2019-01-03T00:00:00,BR,Trust Sekuritas,48375800.0,36621919300.0,2871.0,2019
17,548657,2019-01-03T00:00:00,BS,Equity Sekuritas Indonesia,62082000.0,29422291400.0,1596.0,2019
18,548658,2019-01-03T00:00:00,BZ,BATAVIA PROSPERINDO SEKURITAS,6368500.0,6327608400.0,376.0,2019
19,548659,2019-01-03T00:00:00,CC,MANDIRI SEKURITAS,552960300.0,599390610500.0,54243.0,2019
20,548660,2019-01-03T00:00:00,CD,Mega Capital Sekuritas,80948900.0,67108490900.0,4452.0,2019
21,548661,2019-01-03T00:00:00,CG,Citigroup Sekuritas Indonesia,44487454.0,214510162900.0,14280.0,2019
22,548662,2019-01-03T00:00:00,CP,Valbury Sekuritas Indonesia,1249525200.0,398426468200.0,14205.0,2019
23,548663,2019-01-03T00:00:00,CS,Credit Suisse Sekuritas Indonesia,274251000.0,745688812400.0,39530.0,2019
24,548664,2019-01-03T00:00:00,DB,Deutsche Sekuritas Indonesia,156889000.0,560758038100.0,21049.0,2019
25,548665,2019-01-03T00:00:00,DD,Makindo Sekuritas,268900.0,1483493500.0,54.0,2019
26,548666,2019-01-03T00:00:00,DH,SINARMAS SEKURITAS,153477300.0,143818525400.0,12897.0,2019
27,548667,2019-01-03T00:00:00,DM,Masindo Artha Sekuritas,25216500.0,5705404000.0,144.0,2019
28,548668,2019-01-03T00:00:00,DP,DBS Vickers Sekuritas Indonesia,45392700.0,110460298000.0,2600.0,2019
29,548669,2019-01-03T00:00:00,DR,RHB Sekuritas Indonesia,910491600.0,259616901200.0,18621.0,2019
30,548670,2019-01-03T00:00:00,DX,Bahana Sekuritas,83453702.0,228630469030.0,8507.0,2019
31,548671,2019-01-03T00:00:00,EL,Evergreen Sekuritas Indonesia,56128600.0,40182149000.0,2319.0,2019
32,548672,2019-01-03T00:00:00,EP,MNC Sekuritas,180496900.0,116503531600.0,12517.0,2019
33,548673,2019-01-03T00:00:00,ES,EKOKAPITAL SEKURITAS,9179900.0,8057945100.0,672.0,2019
34,548674,2019-01-03T00:00:00,FG,Nomura Sekuritas Indonesia,33881502.0,72971093030.0,5497.0,2019
35,548675,2019-01-03T00:00:00,FM,ONIX SEKURITAS,17883800.0,12545628800.0,1798.0,2019
36,548676,2019-01-03T00:00:00,FO,Forte Global Sekuritas,401300.0,230650000.0,49.0,2019
37,548677,2019-01-03T00:00:00,FS,Yuanta Sekuritas Indonesia,426413100.0,147856674100.0,5232.0,2019
38,548678,2019-01-03T00:00:00,FZ,Waterfront Sekuritas Indonesia,97505900.0,46253010800.0,3220.0,2019
39,548679,2019-01-03T00:00:00,GA,BNC Sekuritas Indonesia,371923700.0,84594390400.0,2428.0,2019
40,548680,2019-01-03T00:00:00,GI,Mahastra Andalan Sekuritas,1293700.0,522265800.0,51.0,2019
41,548681,2019-01-03T00:00:00,GR,PANIN SEKURITAS Tbk.,216236000.0,172877022200.0,15292.0,2019
42,548682,2019-01-03T00:00:00,GW,HSBC Sekuritas Indonesia,44363000.0,94755714900.0,2305.0,2019
43,548683,2019-01-03T00:00:00,HD,KGI Sekuritas Indonesia,403759900.0,114911709100.0,3520.0,2019
44,548684,2019-01-03T00:00:00,HP,Henan Putihrai Sekuritas,76128100.0,74207057200.0,6748.0,2019
45,548685,2019-01-03T00:00:00,ID,Anugerah Sekuritas Indonesia,263877600.0,64175268400.0,2049.0,2019
46,548686,2019-01-03T00:00:00,IF,SAMUEL SEKURITAS INDONESIA,113967800.0,66716142800.0,10195.0,2019
47,548687,2019-01-03T00:00:00,IH,Pacific 2000 Sekuritas,54892200.0,41775928500.0,1965.0,2019
48,548688,2019-01-03T00:00:00,II,Danatama Makmur Sekuritas,40088100.0,4438749600.0,70.0,2019
49,548689,2019-01-03T00:00:00,IN,INVESTINDO NUSANTARA SEKURITA,27962500.0,15410481500.0,2137.0,2019
50,548690,2019-01-03T00:00:00,IP,Indosurya Bersinar Sekuritas,52057800.0,21105973500.0,2246.0,2019
51,548691,2019-01-03T00:00:00,IT,INTI TELADAN SEKURITAS,2168600.0,3440664600.0,215.0,2019
52,548692,2019-01-03T00:00:00,IU,Indo Capital Sekuritas,36291100.0,24264405900.0,2809.0,2019
53,548693,2019-01-03T00:00:00,KI,Ciptadana Sekuritas Asia,416887700.0,167099727500.0,5823.0,2019
54,548694,2019-01-03T00:00:00,KK,Phillip Sekuritas Indonesia,228244700.0,160931004900.0,25145.0,2019
55,548695,2019-01-03T00:00:00,KS,Kresna Sekuritas,1028119900.0,686189814500.0,6090.0,2019
56,548696,2019-01-03T00:00:00,KW,Corpus Sekuritas Indonesia,494900.0,913936500.0,77.0,2019
57,548697,2019-01-03T00:00:00,KZ,CLSA Sekuritas Indonesia,181675100.0,590584927000.0,16281.0,2019
58,548698,2019-01-03T00:00:00,LG,Trimegah Sekuritas Indonesia Tbk.,307877000.0,253921762500.0,11715.0,2019
59,548699,2019-01-03T00:00:00,LH,Royal Investium Sekuritas,199591500.0,70772251200.0,2256.0,2019
60,548700,2019-01-03T00:00:00,LS,Reliance Sekuritas Indonesia Tbk.,352966700.0,124579563700.0,4257.0,2019
61,548701,2019-01-03T00:00:00,MG,Semesta Indovest Sekuritas,126365800.0,100510251300.0,6806.0,2019
62,548702,2019-01-03T00:00:00,MI,Victoria Sekuritas Indonesia,23408800.0,15510803400.0,831.0,2019
63,548703,2019-01-03T00:00:00,MK,Ekuator Swarna Sekuritas,11756700.0,19835345100.0,592.0,2019
64,548704,2019-01-03T00:00:00,ML,Merrill Lynch Sekuritas Indonesia,107644106.0,347726512740.0,11180.0,2019
65,548705,2019-01-03T00:00:00,MS,Morgan Stanley Sekuritas Indonesia,124167600.0,610028957500.0,8363.0,2019
66,548706,2019-01-03T00:00:00,MU,Minna Padi Investama Sekuritas,40359800.0,25127587400.0,970.0,2019
67,548707,2019-01-03T00:00:00,NI,BNI Sekuritas,272073800.0,200898118200.0,24747.0,2019
68,548708,2019-01-03T00:00:00,OD,DANAREKSA SEKURITAS,160794900.0,166146193700.0,12044.0,2019
69,548709,2019-01-03T00:00:00,OK,NET SEKURITAS,3363500.0,1822014300.0,190.0,2019
70,548710,2019-01-03T00:00:00,PC,FAC Sekuritas Indonesia,139847900.0,61409512000.0,4458.0,2019
71,548711,2019-01-03T00:00:00,PD,Indo Premier Sekuritas,464458680.0,452543083780.0,59487.0,2019
72,548712,2019-01-03T00:00:00,PF,Danasakti Sekuritas Indonesia,21858200.0,18103699600.0,2797.0,2019
73,548713,2019-01-03T00:00:00,PG,Panca Global Sekuritas,3429141400.0,418220673300.0,811.0,2019
74,548714,2019-01-03T00:00:00,PI,Magenta Kapital Sekuritas Indonesia,2861300.0,3397959700.0,307.0,2019
75,548715,2019-01-03T00:00:00,PK,Pratama Capital Sekuritas,3798000.0,5023099800.0,219.0,2019
76,548716,2019-01-03T00:00:00,PO,Pilarmas Investindo Sekuritas,133351900.0,57975721400.0,3058.0,2019
77,548717,2019-01-03T00:00:00,PP,Aldiracita Sekuritas Indonesia,2207500.0,2206256100.0,116.0,2019
78,548718,2019-01-03T00:00:00,PS,PARAMITRA ALFA SEKURITAS,28651800.0,25068326400.0,2066.0,2019
79,548719,2019-01-03T00:00:00,QA,Pool Advista Sekuritas,37875900.0,24620542500.0,984.0,2019
80,548720,2019-01-03T00:00:00,RB,Nikko Sekuritas Indonesia,7590210.0,7547625250.0,231.0,2019
81,548721,2019-01-03T00:00:00,RF,Buana Capital Sekuritas,62759400.0,57250803900.0,2198.0,2019
82,548722,2019-01-03T00:00:00,RG,Profindo Sekuritas Indonesia,52083800.0,42033955900.0,2859.0,2019
83,548723,2019-01-03T00:00:00,RO,NISP SEKURITAS,55684800.0,37263665100.0,3083.0,2019
84,548724,2019-01-03T00:00:00,RS,Yulie Sekuritas Indonesia Tbk.,3864700.0,942628100.0,125.0,2019
85,548725,2019-01-03T00:00:00,RX,Macquarie Sekuritas Indonesia,164948658.0,754496479600.0,15291.0,2019
86,548726,2019-01-03T00:00:00,SA,BOSOWA SEKURITAS,338966800.0,86963641000.0,3508.0,2019
87,548727,2019-01-03T00:00:00,SC,IMG Sekuritas,5000.0,43500000.0,1.0,2019
88,548728,2019-01-03T00:00:00,SF,Surya Fajar Sekuritas,287063000.0,52109565500.0,267.0,2019
89,548729,2019-01-03T00:00:00,SH,Artha Sekuritas Indonesia,184935900.0,123782887200.0,3695.0,2019
90,548730,2019-01-03T00:00:00,SQ,BCA Sekuritas,51109958.0,40482465050.0,4240.0,2019
91,548731,2019-01-03T00:00:00,SS,Supra Sekuritas Indonesia,1987900.0,1263441100.0,177.0,2019
92,548732,2019-01-03T00:00:00,TF,Universal Broker Indonesia Sekuritas,379180200.0,135048279500.0,3359.0,2019
93,548733,2019-01-03T00:00:00,TP,OCBC Sekuritas Indonesia,183914400.0,121385078700.0,4971.0,2019
94,548734,2019-01-03T00:00:00,TS,Dwidana Sakti Sekuritas,26269700.0,5898993100.0,82.0,2019
95,548735,2019-01-03T00:00:00,TX,Dhanawibawa Sekuritas Indonesia,142932992.0,68374182036.0,557.0,2019
96,548736,2019-01-03T00:00:00,XA,NH Korindo Sekuritas Indonesia,821270000.0,215504132500.0,5209.0,2019
97,548737,2019-01-03T00:00:00,XC,Primasia Unggul Sekuritas,1230900.0,956558200.0,102.0,2019
98,548738,2019-01-03T00:00:00,XL,Mahakarya Artha Sekuritas,12178800.0,4841500100.0,1157.0,2019
99,548739,2019-01-03T00:00:00,YB,Jasa Utama Capital Sekuritas,399481800.0,186921242400.0,10715.0,2019
100,548740,2019-01-03T00:00:00,YJ,Lotus Andalan Sekuritas,487073400.0,254906314400.0,13977.0,2019
101,548741,2019-01-03T00:00:00,YO,Amantara Sekuritas Indonesia,45400.0,145871000.0,198.0,2019
102,548742,2019-01-03T00:00:00,YP,Mirae Asset Sekuritas Indonesia,985770984.0,676572042980.0,94116.0,2019
103,548743,2019-01-03T00:00:00,YU,CGS-CIMB Sekuritas Indonesia,451577824.0,1102450159300.0,21226.0,2019
104,548744,2019-01-03T00:00:00,ZP,Maybank Kim Eng Sekuritas,269104566.0,513615414578.0,22888.0,2019
105,548745,2019-01-03T00:00:00,ZR,Bumiputera Sekuritas,22659800.0,16577743000.0,1473.0,2019
1,548851,2019-01-04T00:00:00,AD,OSO Sekuritas Indonesia,678954800.0,183367334400.0,6535.0,2019
2,548852,2019-01-04T00:00:00,AF,Harita Kencana Sekuritas,17763700.0,18066691200.0,763.0,2019
3,548853,2019-01-04T00:00:00,AG,Kiwoom Sekuritas Indonesia,245862300.0,99454084800.0,8276.0,2019
4,548854,2019-01-04T00:00:00,AH,Shinhan Sekuritas Indonesia,51479800.0,14130979600.0,912.0,2019
5,548855,2019-01-04T00:00:00,AI,UOB Kay Hian Sekuritas,95377400.0,94760772000.0,7082.0,2019
6,548856,2019-01-04T00:00:00,AK,UBS Sekuritas Indonesia,203799948.0,353315321270.0,22560.0,2019
7,548857,2019-01-04T00:00:00,AN,Wanteg Sekuritas,9892800.0,10558409600.0,789.0,2019
8,548858,2019-01-04T00:00:00,AO,ERDIKHA ELIT SEKURITAS,92385900.0,77456950300.0,4628.0,2019
9,548859,2019-01-04T00:00:00,AP,Pacific Sekuritas Indonesia,547609596.0,199554205378.0,46.0,2019
10,548860,2019-01-04T00:00:00,AR,Binaartha Sekuritas,79815300.0,22991502200.0,884.0,2019
11,548861,2019-01-04T00:00:00,AT,Phintraco Sekuritas,35814100.0,15645336700.0,4249.0,2019
12,548862,2019-01-04T00:00:00,AZ,Sucor Sekuritas,385396066.0,165053989162.0,3198.0,2019
13,548863,2019-01-04T00:00:00,BF,Inti Fikasa Sekuritas,7627200.0,1901011100.0,310.0,2019
14,548864,2019-01-04T00:00:00,BK,J.P. Morgan Sekuritas Indonesia,33343100.0,134313903600.0,12707.0,2019
15,548865,2019-01-04T00:00:00,BQ,Korea Investment and Sekuritas Indonesia,117859400.0,48373036000.0,3046.0,2019
16,548866,2019-01-04T00:00:00,BR,Trust Sekuritas,36326100.0,32228135900.0,2264.0,2019
17,548867,2019-01-04T00:00:00,BS,Equity Sekuritas Indonesia,43667200.0,17049463300.0,528.0,2019
18,548868,2019-01-04T00:00:00,BZ,BATAVIA PROSPERINDO SEKURITAS,1486600.0,2227890500.0,247.0,2019
19,548869,2019-01-04T00:00:00,CC,MANDIRI SEKURITAS,968443016.0,993730615500.0,61033.0,2019
20,548870,2019-01-04T00:00:00,CD,Mega Capital Sekuritas,99642802.0,71040594858.0,4498.0,2019
21,548871,2019-01-04T00:00:00,CG,Citigroup Sekuritas Indonesia,100112166.0,450290512440.0,12110.0,2019
22,548872,2019-01-04T00:00:00,CP,Valbury Sekuritas Indonesia,2255383843.0,550572787450.0,18857.0,2019
23,548873,2019-01-04T00:00:00,CS,Credit Suisse Sekuritas Indonesia,254633700.0,532683012600.0,17138.0,2019
24,548874,2019-01-04T00:00:00,DB,Deutsche Sekuritas Indonesia,183598980.0,649290015720.0,24548.0,2019
25,548875,2019-01-04T00:00:00,DD,Makindo Sekuritas,109300.0,156288000.0,13.0,2019
26,548876,2019-01-04T00:00:00,DH,SINARMAS SEKURITAS,232745943.0,222113320950.0,12786.0,2019
27,548877,2019-01-04T00:00:00,DM,Masindo Artha Sekuritas,37592200.0,8796079000.0,373.0,2019
28,548878,2019-01-04T00:00:00,DP,DBS Vickers Sekuritas Indonesia,16858250.0,37466209800.0,1240.0,2019
29,548879,2019-01-04T00:00:00,DR,RHB Sekuritas Indonesia,294642500.0,349466790600.0,22842.0,2019
30,548880,2019-01-04T00:00:00,DX,Bahana Sekuritas,227207213.0,225957487883.0,9439.0,2019
31,548881,2019-01-04T00:00:00,EL,Evergreen Sekuritas Indonesia,34855500.0,25282224500.0,1588.0,2019
32,548882,2019-01-04T00:00:00,EP,MNC Sekuritas,214766100.0,146908869300.0,14913.0,2019
33,548883,2019-01-04T00:00:00,ES,EKOKAPITAL SEKURITAS,4956400.0,7370895300.0,532.0,2019
