No,IDBrokerSummary,Date,IDFirm,FirmName,Volume,Value,Frequency,Year
22,556434,2019-02-26T00:00:00,CP,Valbury Sekuritas Indonesia,4014079700.0,728579889300.0,21199.0,2019
23,556435,2019-02-26T00:00:00,CS,Credit Suisse Sekuritas Indonesia,150013800.0,615183934800.0,15010.0,2019
24,556436,2019-02-26T00:00:00,DB,Deutsche Sekuritas Indonesia,165319646.0,362062007340.0,14281.0,2019
25,556437,2019-02-26T00:00:00,DD,Makindo Sekuritas,1423300.0,1329725000.0,55.0,2019
26,556438,2019-02-26T00:00:00,DH,SINARMAS SEKURITAS,431476300.0,464918070800.0,15114.0,2019
27,556439,2019-02-26T00:00:00,DM,Masindo Artha Sekuritas,50985100.0,23000328600.0,621.0,2019
28,556440,2019-02-26T00:00:00,DP,DBS Vickers Sekuritas Indonesia,16119800.0,53801979400.0,1626.0,2019
29,556441,2019-02-26T00:00:00,DR,RHB Sekuritas Indonesia,689667700.0,504908760700.0,29660.0,2019
30,556442,2019-02-26T00:00:00,DX,Bahana Sekuritas,87412501.0,106281805775.0,6331.0,2019
31,556443,2019-02-26T00:00:00,EL,Evergreen Sekuritas Indonesia,88937400.0,49649945200.0,3194.0,2019
32,556444,2019-02-26T00:00:00,EP,MNC Sekuritas,407039230.0,164434504760.0,14832.0,2019
33,556445,2019-02-26T00:00:00,ES,EKOKAPITAL SEKURITAS,8415700.0,5318771600.0,749.0,2019
34,556446,2019-02-26T00:00:00,FG,Nomura Sekuritas Indonesia,39271901.0,82213947575.0,11517.0,2019
35,556447,2019-02-26T00:00:00,FM,ONIX SEKURITAS,28287500.0,26513606600.0,1462.0,2019
36,556448,2019-02-26T00:00:00,FO,Forte Global Sekuritas,138100.0,85246600.0,3.0,2019
37,556449,2019-02-26T00:00:00,FS,Yuanta Sekuritas Indonesia,1521016600.0,275415210800.0,11157.0,2019
38,556450,2019-02-26T00:00:00,FZ,Waterfront Sekuritas Indonesia,151381000.0,85342819300.0,5396.0,2019
39,556451,2019-02-26T00:00:00,GA,BNC Sekuritas Indonesia,259882300.0,71636099300.0,2613.0,2019
40,556452,2019-02-26T00:00:00,GI,Mahastra Andalan Sekuritas,2342200.0,1094021000.0,89.0,2019
41,556453,2019-02-26T00:00:00,GR,PANIN SEKURITAS Tbk.,347572566.0,324879865040.0,18834.0,2019
42,556454,2019-02-26T00:00:00,GW,HSBC Sekuritas Indonesia,9571700.0,64229985000.0,1223.0,2019
43,556455,2019-02-26T00:00:00,HD,KGI Sekuritas Indonesia,122829800.0,101096990300.0,3201.0,2019
44,556456,2019-02-26T00:00:00,HP,Henan Putihrai Sekuritas,1019557000.0,187179660300.0,9962.0,2019
45,556457,2019-02-26T00:00:00,ID,Anugerah Sekuritas Indonesia,213776200.0,47432039700.0,1652.0,2019
46,556458,2019-02-26T00:00:00,IF,SAMUEL SEKURITAS INDONESIA,104445900.0,170768093200.0,5372.0,2019
47,556459,2019-02-26T00:00:00,IH,Pacific 2000 Sekuritas,167801700.0,52394423800.0,2904.0,2019
48,556460,2019-02-26T00:00:00,II,Danatama Makmur Sekuritas,57829400.0,3631355400.0,176.0,2019
49,556461,2019-02-26T00:00:00,IN,INVESTINDO NUSANTARA SEKURITA,118982700.0,35315524500.0,2176.0,2019
50,556462,2019-02-26T00:00:00,IP,Indosurya Bersinar Sekuritas,66496000.0,34410467200.0,2164.0,2019
51,556463,2019-02-26T00:00:00,IT,INTI TELADAN SEKURITAS,5652200.0,4945963500.0,164.0,2019
52,556464,2019-02-26T00:00:00,IU,Indo Capital Sekuritas,33353800.0,25846829600.0,1864.0,2019
53,556465,2019-02-26T00:00:00,KI,Ciptadana Sekuritas Asia,1901621672.0,480593459440.0,5909.0,2019
54,556466,2019-02-26T00:00:00,KK,Phillip Sekuritas Indonesia,479997916.0,277912039440.0,38571.0,2019
55,556467,2019-02-26T00:00:00,KS,Kresna Sekuritas,746245640.0,491332053580.0,6595.0,2019
56,556468,2019-02-26T00:00:00,KW,Corpus Sekuritas Indonesia,215597300.0,22650071000.0,9.0,2019
57,556469,2019-02-26T00:00:00,KZ,CLSA Sekuritas Indonesia,185630740.0,785393526100.0,21734.0,2019
58,556470,2019-02-26T00:00:00,LG,Trimegah Sekuritas Indonesia Tbk.,443330400.0,260835595800.0,12014.0,2019
59,556471,2019-02-26T00:00:00,LH,Royal Investium Sekuritas,206748500.0,87875578300.0,2566.0,2019
60,556472,2019-02-26T00:00:00,LS,Reliance Sekuritas Indonesia Tbk.,245017902.0,136587881000.0,5931.0,2019
61,556473,2019-02-26T00:00:00,MG,Semesta Indovest Sekuritas,573659600.0,214837653700.0,10761.0,2019
62,556474,2019-02-26T00:00:00,MI,Victoria Sekuritas Indonesia,37253600.0,26264824300.0,1826.0,2019
63,556475,2019-02-26T00:00:00,MK,Ekuator Swarna Sekuritas,41589000.0,33362112400.0,26739.0,2019
64,556476,2019-02-26T00:00:00,ML,Merrill Lynch Sekuritas Indonesia,67213500.0,348384661300.0,13141.0,2019
65,556477,2019-02-26T00:00:00,MS,Morgan Stanley Sekuritas Indonesia,185615300.0,795282495100.0,11043.0,2019
66,556478,2019-02-26T00:00:00,MU,Minna Padi Investama Sekuritas,17526510.0,9622476930.0,581.0,2019
67,556479,2019-02-26T00:00:00,NI,BNI Sekuritas,360445572.0,288975914820.0,29546.0,2019
68,556480,2019-02-26T00:00:00,OD,DANAREKSA SEKURITAS,188691200.0,214676348400.0,14208.0,2019
69,556481,2019-02-26T00:00:00,OK,NET SEKURITAS,3013300.0,1928047500.0,136.0,2019
70,556482,2019-02-26T00:00:00,PC,FAC Sekuritas Indonesia,1754630300.0,626556835400.0,16789.0,2019
71,556483,2019-02-26T00:00:00,PD,Indo Premier Sekuritas,645860900.0,402006859300.0,65228.0,2019
72,556484,2019-02-26T00:00:00,PF,Danasakti Sekuritas Indonesia,16166700.0,11725333000.0,2011.0,2019
73,556485,2019-02-26T00:00:00,PG,Panca Global Sekuritas,507532400.0,82067880000.0,764.0,2019
74,556486,2019-02-26T00:00:00,PI,Magenta Kapital Sekuritas Indonesia,3369300.0,1245388900.0,201.0,2019
75,556487,2019-02-26T00:00:00,PK,Pratama Capital Sekuritas,31873400.0,16932639700.0,836.0,2019
76,556488,2019-02-26T00:00:00,PO,Pilarmas Investindo Sekuritas,152086600.0,89133736200.0,2096.0,2019
77,556489,2019-02-26T00:00:00,PP,Aldiracita Sekuritas Indonesia,969200.0,771869000.0,127.0,2019
78,556490,2019-02-26T00:00:00,PS,PARAMITRA ALFA SEKURITAS,178633300.0,49491556000.0,3127.0,2019
79,556491,2019-02-26T00:00:00,QA,Pool Advista Sekuritas,30215300.0,46662586500.0,1226.0,2019
80,556492,2019-02-26T00:00:00,RB,Nikko Sekuritas Indonesia,3627324.0,3185403250.0,191.0,2019
81,556493,2019-02-26T00:00:00,RF,Buana Capital Sekuritas,61080900.0,29234340500.0,1094.0,2019
82,556494,2019-02-26T00:00:00,RG,Profindo Sekuritas Indonesia,342666300.0,73716172600.0,4386.0,2019
83,556495,2019-02-26T00:00:00,RO,NISP SEKURITAS,131807400.0,52880121900.0,4598.0,2019
84,556496,2019-02-26T00:00:00,RS,Yulie Sekuritas Indonesia Tbk.,4049100.0,1052720700.0,94.0,2019
85,556497,2019-02-26T00:00:00,RX,Macquarie Sekuritas Indonesia,172648696.0,826552007250.0,12706.0,2019
86,556498,2019-02-26T00:00:00,SA,BOSOWA SEKURITAS,452574100.0,121987315700.0,3582.0,2019
87,556499,2019-02-26T00:00:00,SC,IMG Sekuritas,79200.0,620165000.0,18.0,2019
88,556500,2019-02-26T00:00:00,SF,Surya Fajar Sekuritas,311487300.0,46024578200.0,467.0,2019
89,556501,2019-02-26T00:00:00,SH,Artha Sekuritas Indonesia,314700200.0,177919359700.0,2560.0,2019
90,556502,2019-02-26T00:00:00,SQ,BCA Sekuritas,61383068.0,43461913050.0,4159.0,2019
91,556503,2019-02-26T00:00:00,SS,Supra Sekuritas Indonesia,10394500.0,7524331200.0,450.0,2019
92,556504,2019-02-26T00:00:00,TF,Universal Broker Indonesia Sekuritas,216478700.0,119714628800.0,3698.0,2019
93,556505,2019-02-26T00:00:00,TP,OCBC Sekuritas Indonesia,394318700.0,153387090000.0,6948.0,2019
94,556506,2019-02-26T00:00:00,TS,Dwidana Sakti Sekuritas,46966300.0,7758304900.0,258.0,2019
95,556507,2019-02-26T00:00:00,TX,Dhanawibawa Sekuritas Indonesia,51032612.0,30793741700.0,439.0,2019
96,556508,2019-02-26T00:00:00,XA,NH Korindo Sekuritas Indonesia,2176380700.0,407518509700.0,10457.0,2019
97,556509,2019-02-26T00:00:00,XC,Primasia Unggul Sekuritas,2868300.0,1308646300.0,242.0,2019
98,556510,2019-02-26T00:00:00,XL,Mahakarya Artha Sekuritas,37468240.0,21415472400.0,1063.0,2019
99,556511,2019-02-26T00:00:00,YB,Jasa Utama Capital Sekuritas,643281900.0,344020326600.0,20318.0,2019
100,556512,2019-02-26T00:00:00,YJ,Lotus Andalan Sekuritas,874465300.0,299356611700.0,16283.0,2019
101,556513,2019-02-26T00:00:00,YO,Amantara Sekuritas Indonesia,273200.0,211940000.0,425.0,2019
102,556514,2019-02-26T00:00:00,YP,Mirae Asset Sekuritas Indonesia,2737129136.0,1323238105820.0,120412.0,2019
103,556515,2019-02-26T00:00:00,YU,CGS-CIMB Sekuritas Indonesia,523586984.0,741181529540.0,23129.0,2019
104,556516,2019-02-26T00:00:00,ZP,Maybank Kim Eng Sekuritas,288253730.0,354376596818.0,14945.0,2019
105,556517,2019-02-26T00:00:00,ZR,Bumiputera Sekuritas,32797200.0,24615676200.0,2724.0,2019
1,556623,2019-02-27T00:00:00,AD,OSO Sekuritas Indonesia,950371300.0,181003595300.0,5591.0,2019
2,556624,2019-02-27T00:00:00,AF,Harita Kencana Sekuritas,16598000.0,9044868800.0,305.0,2019
3,556625,2019-02-27T00:00:00,AG,Kiwoom Sekuritas Indonesia,226450100.0,116370786600.0,7085.0,2019
4,556626,2019-02-27T00:00:00,AH,Shinhan Sekuritas Indonesia,175930700.0,25807018100.0,1267.0,2019
5,556627,2019-02-27T00:00:00,AI,UOB Kay Hian Sekuritas,107316900.0,94172713200.0,6200.0,2019
6,556628,2019-02-27T00:00:00,AK,UBS Sekuritas Indonesia,556069332.0,3739883911480.0,22703.0,2019
7,556629,2019-02-27T00:00:00,AN,Wanteg Sekuritas,52096700.0,20343753300.0,1816.0,2019
8,556630,2019-02-27T00:00:00,AO,ERDIKHA ELIT SEKURITAS,132870600.0,89957814600.0,6675.0,2019
9,556631,2019-02-27T00:00:00,AP,Pacific Sekuritas Indonesia,728665800.0,234858867000.0,48.0,2019
10,556632,2019-02-27T00:00:00,AR,Binaartha Sekuritas,174448700.0,50977199400.0,500.0,2019
11,556633,2019-02-27T00:00:00,AT,Phintraco Sekuritas,45151700.0,28249129600.0,4982.0,2019
12,556634,2019-02-27T00:00:00,AZ,Sucor Sekuritas,107720500.0,127354689100.0,6045.0,2019
13,556635,2019-02-27T00:00:00,BF,Inti Fikasa Sekuritas,7517000.0,1737933200.0,207.0,2019
14,556636,2019-02-27T00:00:00,BK,J.P. Morgan Sekuritas Indonesia,91534400.0,556799346000.0,18338.0,2019
15,556637,2019-02-27T00:00:00,BQ,Korea Investment and Sekuritas Indonesia,143188100.0,68193168000.0,3977.0,2019
16,556638,2019-02-27T00:00:00,BR,Trust Sekuritas,36905100.0,37497035000.0,2355.0,2019
17,556639,2019-02-27T00:00:00,BS,Equity Sekuritas Indonesia,70883300.0,39579828900.0,1243.0,2019
18,556640,2019-02-27T00:00:00,BZ,BATAVIA PROSPERINDO SEKURITAS,7793400.0,11372828300.0,519.0,2019
19,556641,2019-02-27T00:00:00,CC,MANDIRI SEKURITAS,818108500.0,795033817400.0,64682.0,2019
20,556642,2019-02-27T00:00:00,CD,Mega Capital Sekuritas,167112576.0,100103730012.0,5318.0,2019
21,556643,2019-02-27T00:00:00,CG,Citigroup Sekuritas Indonesia,97820990.0,310455726100.0,17505.0,2019
22,556644,2019-02-27T00:00:00,CP,Valbury Sekuritas Indonesia,1602829500.0,575059537300.0,20879.0,2019
23,556645,2019-02-27T00:00:00,CS,Credit Suisse Sekuritas Indonesia,151656800.0,512820850100.0,14672.0,2019
24,556646,2019-02-27T00:00:00,DB,Deutsche Sekuritas Indonesia,252142500.0,486869026800.0,20141.0,2019
25,556647,2019-02-27T00:00:00,DD,Makindo Sekuritas,80800.0,105232000.0,11.0,2019
26,556648,2019-02-27T00:00:00,DH,SINARMAS SEKURITAS,275984900.0,264995564300.0,16371.0,2019
27,556649,2019-02-27T00:00:00,DM,Masindo Artha Sekuritas,63265200.0,17188457500.0,378.0,2019
28,556650,2019-02-27T00:00:00,DP,DBS Vickers Sekuritas Indonesia,13235800.0,35225129500.0,1363.0,2019
29,556651,2019-02-27T00:00:00,DR,RHB Sekuritas Indonesia,490077260.0,399626156400.0,27530.0,2019
30,556652,2019-02-27T00:00:00,DX,Bahana Sekuritas,240530188.0,291421921720.0,7767.0,2019
31,556653,2019-02-27T00:00:00,EL,Evergreen Sekuritas Indonesia,55645300.0,39872790200.0,2348.0,2019
32,556654,2019-02-27T00:00:00,EP,MNC Sekuritas,307816300.0,156613746100.0,15621.0,2019
33,556655,2019-02-27T00:00:00,ES,EKOKAPITAL SEKURITAS,14861600.0,7449181700.0,1415.0,2019
34,556656,2019-02-27T00:00:00,FG,Nomura Sekuritas Indonesia,42216288.0,116038886520.0,9491.0,2019
35,556657,2019-02-27T00:00:00,FM,ONIX SEKURITAS,33960900.0,43917879100.0,1730.0,2019
36,556658,2019-02-27T00:00:00,FO,Forte Global Sekuritas,40000.0,10300000.0,2.0,2019
37,556659,2019-02-27T00:00:00,FS,Yuanta Sekuritas Indonesia,500153000.0,212559286800.0,5733.0,2019
38,556660,2019-02-27T00:00:00,FZ,Waterfront Sekuritas Indonesia,158958300.0,85563106400.0,6477.0,2019
39,556661,2019-02-27T00:00:00,GA,BNC Sekuritas Indonesia,131738900.0,45043967200.0,1737.0,2019
40,556662,2019-02-27T00:00:00,GI,Mahastra Andalan Sekuritas,629000.0,702605000.0,47.0,2019
41,556663,2019-02-27T00:00:00,GR,PANIN SEKURITAS Tbk.,369072900.0,275441831300.0,18233.0,2019
42,556664,2019-02-27T00:00:00,GW,HSBC Sekuritas Indonesia,19045000.0,84200493500.0,1431.0,2019
43,556665,2019-02-27T00:00:00,HD,KGI Sekuritas Indonesia,1120144400.0,190753045800.0,4489.0,2019
44,556666,2019-02-27T00:00:00,HP,Henan Putihrai Sekuritas,697173100.0,147392706600.0,8163.0,2019
45,556667,2019-02-27T00:00:00,ID,Anugerah Sekuritas Indonesia,544256300.0,85492122400.0,2361.0,2019
46,556668,2019-02-27T00:00:00,IF,SAMUEL SEKURITAS INDONESIA,695589532.0,408100864980.0,5346.0,2019
47,556669,2019-02-27T00:00:00,IH,Pacific 2000 Sekuritas,105983600.0,62709076000.0,2993.0,2019
48,556670,2019-02-27T00:00:00,II,Danatama Makmur Sekuritas,1846700.0,1211162100.0,128.0,2019
49,556671,2019-02-27T00:00:00,IN,INVESTINDO NUSANTARA SEKURITA,177222500.0,223655457000.0,2349.0,2019
50,556672,2019-02-27T00:00:00,IP,Indosurya Bersinar Sekuritas,57768400.0,29305728400.0,1834.0,2019
51,556673,2019-02-27T00:00:00,IT,INTI TELADAN SEKURITAS,4376200.0,5034970500.0,195.0,2019
52,556674,2019-02-27T00:00:00,IU,Indo Capital Sekuritas,32028800.0,24153849200.0,1346.0,2019
53,556675,2019-02-27T00:00:00,KI,Ciptadana Sekuritas Asia,350467444.0,258411934580.0,6392.0,2019
54,556676,2019-02-27T00:00:00,KK,Phillip Sekuritas Indonesia,390127864.0,241564774970.0,38897.0,2019
55,556677,2019-02-27T00:00:00,KS,Kresna Sekuritas,654746700.0,451991073200.0,9520.0,2019
56,556678,2019-02-27T00:00:00,KW,Corpus Sekuritas Indonesia,221314900.0,27679546000.0,50.0,2019
57,556679,2019-02-27T00:00:00,KZ,CLSA Sekuritas Indonesia,241717100.0,598589363800.0,22011.0,2019
58,556680,2019-02-27T00:00:00,LG,Trimegah Sekuritas Indonesia Tbk.,202006278.0,250877608716.0,12317.0,2019
59,556681,2019-02-27T00:00:00,LH,Royal Investium Sekuritas,155957500.0,66409736000.0,1801.0,2019
60,556682,2019-02-27T00:00:00,LS,Reliance Sekuritas Indonesia Tbk.,711431500.0,178959774100.0,7011.0,2019
61,556683,2019-02-27T00:00:00,MG,Semesta Indovest Sekuritas,266271000.0,148176210300.0,11047.0,2019
62,556684,2019-02-27T00:00:00,MI,Victoria Sekuritas Indonesia,28734700.0,28394695700.0,1723.0,2019
63,556685,2019-02-27T00:00:00,MK,Ekuator Swarna Sekuritas,37951500.0,44993494200.0,15507.0,2019
64,556686,2019-02-27T00:00:00,ML,Merrill Lynch Sekuritas Indonesia,89475300.0,311359770400.0,14149.0,2019
65,556687,2019-02-27T00:00:00,MS,Morgan Stanley Sekuritas Indonesia,159637488.0,612736032950.0,12240.0,2019
66,556688,2019-02-27T00:00:00,MU,Minna Padi Investama Sekuritas,19658778.0,13848042370.0,525.0,2019
67,556689,2019-02-27T00:00:00,NI,BNI Sekuritas,424990300.0,313211755500.0,33472.0,2019
68,556690,2019-02-27T00:00:00,OD,DANAREKSA SEKURITAS,235755158.0,287623730380.0,16623.0,2019
69,556691,2019-02-27T00:00:00,OK,NET SEKURITAS,38263400.0,23553203000.0,212.0,2019
70,556692,2019-02-27T00:00:00,PC,FAC Sekuritas Indonesia,396219700.0,151588959500.0,3485.0,2019
71,556693,2019-02-27T00:00:00,PD,Indo Premier Sekuritas,655374854.0,403861646600.0,64255.0,2019
72,556694,2019-02-27T00:00:00,PF,Danasakti Sekuritas Indonesia,14293400.0,10777036100.0,1551.0,2019
73,556695,2019-02-27T00:00:00,PG,Panca Global Sekuritas,444374800.0,75732569200.0,787.0,2019
74,556696,2019-02-27T00:00:00,PI,Magenta Kapital Sekuritas Indonesia,7991700.0,2508480800.0,330.0,2019
75,556697,2019-02-27T00:00:00,PK,Pratama Capital Sekuritas,43243600.0,25820744500.0,1509.0,2019
76,556698,2019-02-27T00:00:00,PO,Pilarmas Investindo Sekuritas,1166032800.0,144421058000.0,2926.0,2019
77,556699,2019-02-27T00:00:00,PP,Aldiracita Sekuritas Indonesia,6926600.0,9154099500.0,448.0,2019
78,556700,2019-02-27T00:00:00,PS,PARAMITRA ALFA SEKURITAS,20705500.0,24146068700.0,2349.0,2019
79,556701,2019-02-27T00:00:00,QA,Pool Advista Sekuritas,39371300.0,74192701700.0,1061.0,2019
80,556702,2019-02-27T00:00:00,RB,Nikko Sekuritas Indonesia,18401506.0,30176807770.0,528.0,2019
81,556703,2019-02-27T00:00:00,RF,Buana Capital Sekuritas,30335800.0,58339096000.0,1209.0,2019
82,556704,2019-02-27T00:00:00,RG,Profindo Sekuritas Indonesia,56808300.0,39897591400.0,3062.0,2019
83,556705,2019-02-27T00:00:00,RO,NISP SEKURITAS,66011400.0,48689623100.0,3285.0,2019
84,556706,2019-02-27T00:00:00,RS,Yulie Sekuritas Indonesia Tbk.,1472000.0,1377021000.0,132.0,2019
85,556707,2019-02-27T00:00:00,RX,Macquarie Sekuritas Indonesia,189741334.0,617432823800.0,17599.0,2019
86,556708,2019-02-27T00:00:00,SA,BOSOWA SEKURITAS,260252100.0,111651504100.0,3010.0,2019
87,556709,2019-02-27T00:00:00,SC,IMG Sekuritas,325300.0,1306085300.0,60.0,2019
88,556710,2019-02-27T00:00:00,SF,Surya Fajar Sekuritas,86052600.0,19632282600.0,347.0,2019
89,556711,2019-02-27T00:00:00,SH,Artha Sekuritas Indonesia,183837900.0,116382441000.0,2678.0,2019
90,556712,2019-02-27T00:00:00,SQ,BCA Sekuritas,65318606.0,81560829500.0,4921.0,2019
91,556713,2019-02-27T00:00:00,SS,Supra Sekuritas Indonesia,7277300.0,8778697500.0,505.0,2019
92,556714,2019-02-27T00:00:00,TF,Universal Broker Indonesia Sekuritas,419753200.0,141060191500.0,3523.0,2019
93,556715,2019-02-27T00:00:00,TP,OCBC Sekuritas Indonesia,281980100.0,145247763100.0,7588.0,2019
94,556716,2019-02-27T00:00:00,TS,Dwidana Sakti Sekuritas,47957900.0,8964855200.0,354.0,2019
95,556717,2019-02-27T00:00:00,TX,Dhanawibawa Sekuritas Indonesia,134350188.0,59155807604.0,679.0,2019
96,556718,2019-02-27T00:00:00,XA,NH Korindo Sekuritas Indonesia,987050700.0,271257784100.0,8206.0,2019
97,556719,2019-02-27T00:00:00,XC,Primasia Unggul Sekuritas,1582100.0,539582800.0,168.0,2019
98,556720,2019-02-27T00:00:00,XL,Mahakarya Artha Sekuritas,15799900.0,6087139900.0,928.0,2019
99,556721,2019-02-27T00:00:00,YB,Jasa Utama Capital Sekuritas,388700300.0,243964074800.0,15473.0,2019
100,556722,2019-02-27T00:00:00,YJ,Lotus Andalan Sekuritas,686535000.0,309762070800.0,14480.0,2019
101,556723,2019-02-27T00:00:00,YO,Amantara Sekuritas Indonesia,31900.0,104672500.0,103.0,2019
102,556724,2019-02-27T00:00:00,YP,Mirae Asset Sekuritas Indonesia,1917607244.0,1023125222220.0,116310.0,2019
103,556725,2019-02-27T00:00:00,YU,CGS-CIMB Sekuritas Indonesia,953042600.0,728407084300.0,27756.0,2019
104,556726,2019-02-27T00:00:00,ZP,Maybank Kim Eng Sekuritas,347230992.0,326376363740.0,16483.0,2019
105,556727,2019-02-27T00:00:00,ZR,Bumiputera Sekuritas,25989500.0,21024831400.0,1839.0,2019
1,556833,2019-02-28T00:00:00,AD,OSO Sekuritas Indonesia,278198200.0,100320211100.0,5009.0,2019
2,556834,2019-02-28T00:00:00,AF,Harita Kencana Sekuritas,17702100.0,11758825300.0,504.0,2019
3,556835,2019-02-28T00:00:00,AG,Kiwoom Sekuritas Indonesia,324075700.0,104809193000.0,5197.0,2019
4,556836,2019-02-28T00:00:00,AH,Shinhan Sekuritas Indonesia,72295600.0,21697281400.0,628.0,2019
5,556837,2019-02-28T00:00:00,AI,UOB Kay Hian Sekuritas,129937950.0,95223785100.0,7329.0,2019
6,556838,2019-02-28T00:00:00,AK,UBS Sekuritas Indonesia,309814700.0,1418742125300.0,14845.0,2019
7,556839,2019-02-28T00:00:00,AN,Wanteg Sekuritas,24825400.0,13893710800.0,3372.0,2019
8,556840,2019-02-28T00:00:00,AO,ERDIKHA ELIT SEKURITAS,428245402.0,179897103106.0,8012.0,2019
9,556841,2019-02-28T00:00:00,AP,Pacific Sekuritas Indonesia,307463800.0,87966790600.0,160.0,2019
10,556842,2019-02-28T00:00:00,AR,Binaartha Sekuritas,16381900.0,15990180600.0,364.0,2019
11,556843,2019-02-28T00:00:00,AT,Phintraco Sekuritas,38120900.0,20721349900.0,4138.0,2019
12,556844,2019-02-28T00:00:00,AZ,Sucor Sekuritas,131723628.0,142058666840.0,6065.0,2019
13,556845,2019-02-28T00:00:00,BF,Inti Fikasa Sekuritas,5093200.0,2184875100.0,132.0,2019
14,556846,2019-02-28T00:00:00,BK,J.P. Morgan Sekuritas Indonesia,207975778.0,634896562070.0,19221.0,2019
15,556847,2019-02-28T00:00:00,BQ,Korea Investment and Sekuritas Indonesia,85669600.0,53447690700.0,4441.0,2019
16,556848,2019-02-28T00:00:00,BR,Trust Sekuritas,100585600.0,163991314700.0,2117.0,2019
17,556849,2019-02-28T00:00:00,BS,Equity Sekuritas Indonesia,77784300.0,24777560900.0,876.0,2019
18,556850,2019-02-28T00:00:00,BZ,BATAVIA PROSPERINDO SEKURITAS,164437000.0,38005768200.0,649.0,2019
19,556851,2019-02-28T00:00:00,CC,MANDIRI SEKURITAS,867040900.0,989772729200.0,66021.0,2019
20,556852,2019-02-28T00:00:00,CD,Mega Capital Sekuritas,128310554.0,73398584128.0,3499.0,2019
21,556853,2019-02-28T00:00:00,CG,Citigroup Sekuritas Indonesia,135747734.0,535110366440.0,25954.0,2019
22,556854,2019-02-28T00:00:00,CP,Valbury Sekuritas Indonesia,1176557800.0,540380756900.0,28289.0,2019
23,556855,2019-02-28T00:00:00,CS,Credit Suisse Sekuritas Indonesia,266969900.0,740547641100.0,16806.0,2019
24,556856,2019-02-28T00:00:00,DB,Deutsche Sekuritas Indonesia,183268300.0,394715194400.0,21054.0,2019
25,556857,2019-02-28T00:00:00,DD,Makindo Sekuritas,288100.0,231471500.0,24.0,2019
26,556858,2019-02-28T00:00:00,DH,SINARMAS SEKURITAS,256974820.0,429424820700.0,14052.0,2019
27,556859,2019-02-28T00:00:00,DM,Masindo Artha Sekuritas,94310900.0,20933517800.0,336.0,2019
28,556860,2019-02-28T00:00:00,DP,DBS Vickers Sekuritas Indonesia,19769200.0,48485259100.0,973.0,2019
29,556861,2019-02-28T00:00:00,DR,RHB Sekuritas Indonesia,909995400.0,445293460700.0,31270.0,2019
30,556862,2019-02-28T00:00:00,DX,Bahana Sekuritas,105188651.0,335587840497.0,8537.0,2019
31,556863,2019-02-28T00:00:00,EL,Evergreen Sekuritas Indonesia,108736300.0,43062512200.0,3354.0,2019
32,556864,2019-02-28T00:00:00,EP,MNC Sekuritas,444884300.0,174048898800.0,18619.0,2019
33,556865,2019-02-28T00:00:00,ES,EKOKAPITAL SEKURITAS,6075300.0,4819649000.0,409.0,2019
34,556866,2019-02-28T00:00:00,FG,Nomura Sekuritas Indonesia,63272851.0,243789812097.0,11036.0,2019
35,556867,2019-02-28T00:00:00,FM,ONIX SEKURITAS,38088700.0,40421250200.0,1279.0,2019
36,556868,2019-02-28T00:00:00,FO,Forte Global Sekuritas,1957600.0,145498000.0,49.0,2019
37,556869,2019-02-28T00:00:00,FS,Yuanta Sekuritas Indonesia,576515900.0,214618024500.0,6439.0,2019
38,556870,2019-02-28T00:00:00,FZ,Waterfront Sekuritas Indonesia,185456500.0,104350156400.0,7157.0,2019
39,556871,2019-02-28T00:00:00,GA,BNC Sekuritas Indonesia,65664700.0,41453273100.0,2917.0,2019
40,556872,2019-02-28T00:00:00,GI,Mahastra Andalan Sekuritas,5736500.0,2394111500.0,169.0,2019
41,556873,2019-02-28T00:00:00,GR,PANIN SEKURITAS Tbk.,561152200.0,385642912200.0,21866.0,2019
42,556874,2019-02-28T00:00:00,GW,HSBC Sekuritas Indonesia,20122000.0,86565187500.0,1351.0,2019
43,556875,2019-02-28T00:00:00,HD,KGI Sekuritas Indonesia,888626600.0,196814708000.0,4004.0,2019
44,556876,2019-02-28T00:00:00,HP,Henan Putihrai Sekuritas,1037704000.0,164433910500.0,6811.0,2019
45,556877,2019-02-28T00:00:00,ID,Anugerah Sekuritas Indonesia,327476000.0,80094428600.0,2295.0,2019
46,556878,2019-02-28T00:00:00,IF,SAMUEL SEKURITAS INDONESIA,580742500.0,377755293600.0,4693.0,2019
47,556879,2019-02-28T00:00:00,IH,Pacific 2000 Sekuritas,144991400.0,47163063800.0,3130.0,2019
48,556880,2019-02-28T00:00:00,II,Danatama Makmur Sekuritas,45649900.0,5283201300.0,140.0,2019
49,556881,2019-02-28T00:00:00,IN,INVESTINDO NUSANTARA SEKURITA,45743500.0,32498952000.0,2635.0,2019
50,556882,2019-02-28T00:00:00,IP,Indosurya Bersinar Sekuritas,49843100.0,32966069700.0,2035.0,2019
51,556883,2019-02-28T00:00:00,IT,INTI TELADAN SEKURITAS,5627600.0,9691591400.0,513.0,2019
52,556884,2019-02-28T00:00:00,IU,Indo Capital Sekuritas,35605900.0,30895719100.0,1086.0,2019
53,556885,2019-02-28T00:00:00,KI,Ciptadana Sekuritas Asia,535005128.0,307379973680.0,6169.0,2019
54,556886,2019-02-28T00:00:00,KK,Phillip Sekuritas Indonesia,364670642.0,259807517900.0,37722.0,2019
