No,IndexSummaryID,Date,IndexCode,Previous,Highest,Lowest,Close,NumberOfStock,Change,Volume,Value,Frequency,MarketCapital,Year
9,64086,2015-01-29T00:00:00,FINANCE,734.426,735.684,731.543,733.988,86.0,-0.438,391094047.0,925152592801.0,17708.0,1321876174518560.0,2015
10,64087,2015-01-29T00:00:00,TRADE,907.019,909.849,905.191,908.26,112.0,1.241,901670921.0,1081372198353.0,34340.0,646461608169634.0,2015
11,64088,2015-01-29T00:00:00,MANUFACTUR,1364.518,1363.648,1356.996,1358.292,142.0,-6.226,886306472.0,980847361462.0,42853.0,1787108000598010.0,2015
12,64089,2015-01-29T00:00:00,LQ45,911.694,910.928,907.639,909.059,45.0,-2.635,1199102083.0,3440018442478.0,102477.0,3376346636146620.0,2015
13,64090,2015-01-29T00:00:00,JII,706.085,705.204,702.309,703.095,30.0,-2.99,842243463.0,2363473383098.0,71633.0,1978454146696610.0,2015
14,64091,2015-01-29T00:00:00,MBX,1524.379,1523.822,1519.248,1522.553,256.0,-1.826,7915357316.0,4593776418566.0,151660.0,4705762335178710.0,2015
15,64092,2015-01-29T00:00:00,DBX,707.544,708.804,705.291,706.907,251.0,-0.637,2081039558.0,889835849880.0,42437.0,556151451650778.0,2015
16,64093,2015-01-29T00:00:00,KOMPAS100,1157.376,1156.225,1152.633,1154.48,100.0,-2.896,2942002241.0,4445499304023.0,139804.0,3796272784148030.0,2015
17,64094,2015-01-29T00:00:00,BISNIS-27,460.072,459.612,457.676,458.254,27.0,-1.818,750647161.0,2753613170643.0,74003.0,2739513256344430.0,2015
18,64095,2015-01-29T00:00:00,PEFINDO25,489.948,494.858,483.96,483.96,25.0,-5.988,239784691.0,321365595350.0,18379.0,168770636632694.0,2015
19,64096,2015-01-29T00:00:00,SRI-KEHATI,303.322,303.078,301.568,302.304,25.0,-1.018,373376293.0,2104400779850.0,51771.0,2559404581344300.0,2015
20,64097,2015-01-29T00:00:00,ISSI,171.089,171.017,170.498,170.655,316.0,-0.434,3397904296.0,3681039796910.0,139336.0,2982876307432500.0,2015
21,64098,2015-01-29T00:00:00,IDX30,468.787,468.248,466.519,467.402,30.0,-1.385,805833568.0,2821545138223.0,73165.0,3017525959827580.0,2015
22,64099,2015-01-29T00:00:00,INFOBANK15,568.169,569.27,566.021,568.21,15.0,0.041,163163372.0,837040456670.0,13179.0,1138051427585400.0,2015
23,64100,2015-01-29T00:00:00,SMinfra18,357.769,357.782,355.456,357.518,18.0,-0.251,330305317.0,1073159534660.0,31592.0,942246693773015.0,2015
24,64101,2015-01-29T00:00:00,MNC36,286.433,286.367,285.153,285.592,36.0,-0.841,1092844479.0,3076389078435.0,82888.0,3017087439546220.0,2015
25,64102,2015-01-29T00:00:00,Investor33,374.104,373.926,372.409,373.705,33.0,-0.399,988005587.0,2734262885413.0,72760.0,2717372423440450.0,2015
1,64128,2015-01-30T00:00:00,COMPOSITE,5262.718,5298.46,5281.581,5289.404,507.0,26.686,5443067230.0,7260481687206.0,209912.0,5287336946458320.0,2015
2,64129,2015-01-30T00:00:00,AGRI,2221.586,2245.843,2206.869,2245.843,21.0,24.257,272976017.0,199098659430.0,12277.0,154542790284682.0,2015
3,64130,2015-01-30T00:00:00,MINING,1332.849,1341.933,1332.234,1339.286,41.0,6.437,383434269.0,332650254080.0,19706.0,250209411290632.0,2015
4,64131,2015-01-30T00:00:00,BASIC-IND,518.016,521.374,518.457,520.616,65.0,2.6,530072395.0,498175182939.0,18924.0,365451959947878.0,2015
5,64132,2015-01-30T00:00:00,MISC-IND,1347.679,1372.596,1358.511,1362.554,41.0,14.875,186623300.0,593352204900.0,7147.0,388311018785685.0,2015
6,64133,2015-01-30T00:00:00,CONSUMER,2275.003,2297.226,2280.634,2297.226,36.0,22.223,113778862.0,465567204800.0,11913.0,1046907299266400.0,2015
7,64134,2015-01-30T00:00:00,PROPERTY,555.877,563.089,557.287,561.641,54.0,5.764,1681441388.0,1373184763462.0,43763.0,385207023265221.0,2015
8,64135,2015-01-30T00:00:00,INFRASTRUC,1125.215,1130.68,1114.319,1114.35,51.0,-10.865,752805295.0,815958597870.0,31012.0,716348953268716.0,2015
9,64136,2015-01-30T00:00:00,FINANCE,733.988,740.53,735.403,735.403,86.0,1.415,562434055.0,1504238744775.0,26523.0,1324509329727200.0,2015
10,64137,2015-01-30T00:00:00,TRADE,908.26,924.228,910.023,921.473,112.0,13.213,959501649.0,1478256074950.0,38647.0,655849160621910.0,2015
11,64138,2015-01-30T00:00:00,MANUFACTUR,1358.292,1370.433,1363.427,1370.433,142.0,12.141,830474557.0,1557094592639.0,37984.0,1800670277999960.0,2015
12,64139,2015-01-30T00:00:00,LQ45,909.059,916.565,911.733,912.054,45.0,2.995,1373066916.0,5080958699217.0,108594.0,3387470248283350.0,2015
13,64140,2015-01-30T00:00:00,JII,703.095,708.428,704.989,706.676,30.0,3.581,907780650.0,3284034141080.0,74292.0,1988532274131460.0,2015
14,64141,2015-01-30T00:00:00,MBX,1522.553,1534.202,1528.624,1530.84,256.0,8.287,3029872022.0,6250703206107.0,165087.0,4730003064335660.0,2015
15,64142,2015-01-30T00:00:00,DBX,706.907,708.427,705.808,708.413,251.0,1.506,2413195208.0,1009778481099.0,44825.0,557333882122667.0,2015
16,64143,2015-01-30T00:00:00,KOMPAS100,1154.48,1163.482,1157.85,1158.91,100.0,4.43,3378399934.0,6369453718497.0,152037.0,3810838093694050.0,2015
17,64144,2015-01-30T00:00:00,BISNIS-27,458.254,462.207,459.47,459.561,27.0,1.307,760617557.0,3761733907525.0,70191.0,2747327975141500.0,2015
18,64145,2015-01-30T00:00:00,PEFINDO25,483.96,488.112,482.759,484.145,25.0,0.185,339674250.0,527864980550.0,20397.0,168835407720830.0,2015
19,64146,2015-01-30T00:00:00,SRI-KEHATI,302.304,304.986,303.224,303.224,25.0,0.92,608840736.0,3467237738831.0,54756.0,2567194705072720.0,2015
20,64147,2015-01-30T00:00:00,ISSI,170.655,171.705,171.025,171.497,316.0,0.842,3754675155.0,5119103781161.0,148254.0,2997601714124270.0,2015
21,64148,2015-01-30T00:00:00,IDX30,467.402,471.28,468.921,469.388,30.0,1.986,889333843.0,4077694809487.0,77796.0,3030352520705350.0,2015
22,64149,2015-01-30T00:00:00,INFOBANK15,568.21,573.812,569.399,569.399,15.0,1.189,168943955.0,1357988459175.0,13410.0,1140433581058820.0,2015
23,64150,2015-01-30T00:00:00,SMinfra18,357.518,359.653,355.379,355.379,18.0,-2.139,451250829.0,1530644966326.0,38811.0,937141850080930.0,2015
24,64151,2015-01-30T00:00:00,MNC36,285.592,287.973,286.507,286.784,36.0,1.192,1154683811.0,4458667939801.0,86568.0,3029682907218160.0,2015
25,64152,2015-01-30T00:00:00,Investor33,373.705,377.372,375.586,375.586,33.0,1.881,930465630.0,3582653662925.0,67568.0,2731050010957100.0,2015
1,64178,2015-02-02T00:00:00,COMPOSITE,5289.404,5291.414,5257.207,5276.236,507.0,-13.168,5866788289.0,5372766436888.0,190266.0,5272970863902470.0,2015
2,64179,2015-02-02T00:00:00,AGRI,2245.843,2253.852,2226.36,2242.446,21.0,-3.397,507954300.0,196662255700.0,13359.0,154309054818667.0,2015
3,64180,2015-02-02T00:00:00,MINING,1339.286,1346.532,1330.531,1332.322,41.0,-6.964,352022230.0,182856073940.0,18434.0,248908255687557.0,2015
4,64181,2015-02-02T00:00:00,BASIC-IND,520.616,518.439,513.124,514.318,65.0,-6.298,380150400.0,384331697300.0,24871.0,361030568475796.0,2015
5,64182,2015-02-02T00:00:00,MISC-IND,1362.554,1366.135,1334.642,1348.788,41.0,-13.766,191691224.0,293393080300.0,7572.0,384387840901982.0,2015
6,64183,2015-02-02T00:00:00,CONSUMER,2297.226,2301.872,2278.634,2290.986,36.0,-6.24,108145130.0,389838896350.0,11783.0,1042891160962090.0,2015
7,64184,2015-02-02T00:00:00,PROPERTY,561.641,560.97,557.823,558.385,54.0,-3.256,1337577847.0,889702690471.0,36586.0,383072516435389.0,2015
8,64185,2015-02-02T00:00:00,INFRASTRUC,1114.35,1117.465,1106.835,1107.739,51.0,-6.611,1841911127.0,1399626099660.0,24587.0,712099205368808.0,2015
9,64186,2015-02-02T00:00:00,FINANCE,735.403,740.736,733.295,740.736,86.0,5.333,490608402.0,998353119132.0,23022.0,1333839336794680.0,2015
10,64187,2015-02-02T00:00:00,TRADE,921.473,922.722,900.06,916.655,112.0,-4.818,656727629.0,638002524035.0,30052.0,652432924457506.0,2015
11,64188,2015-02-02T00:00:00,MANUFACTUR,1370.433,1367.178,1354.52,1360.98,142.0,-9.453,679986754.0,1067563673950.0,44226.0,1788309570339870.0,2015
12,64189,2015-02-02T00:00:00,LQ45,912.054,911.58,905.168,908.388,45.0,-3.666,1279875348.0,4002474187187.0,104371.0,3377540629077000.0,2015
13,64190,2015-02-02T00:00:00,JII,706.676,705.924,699.446,701.496,30.0,-5.18,816865956.0,2559311501487.0,65776.0,1973955189301840.0,2015
14,64191,2015-02-02T00:00:00,MBX,1530.84,1531.413,1521.191,1526.88,256.0,-3.96,3731677177.0,4603560360304.0,145094.0,4716487171894880.0,2015
15,64192,2015-02-02T00:00:00,DBX,708.413,709.016,703.847,707.195,251.0,-1.218,2135111112.0,769206076584.0,45172.0,556483692007593.0,2015
16,64193,2015-02-02T00:00:00,KOMPAS100,1158.91,1158.188,1150.126,1154.513,100.0,-4.397,3071532703.0,4758878816303.0,140909.0,3796744152308220.0,2015
17,64194,2015-02-02T00:00:00,BISNIS-27,459.561,459.722,456.12,457.86,27.0,-1.701,753945967.0,3093524116935.0,67339.0,2737155663520380.0,2015
18,64195,2015-02-02T00:00:00,PEFINDO25,484.145,482.5,478.91,481.943,25.0,-2.202,247607500.0,309156603300.0,18126.0,161168573207413.0,2015
19,64196,2015-02-02T00:00:00,SRI-KEHATI,303.224,303.995,301.904,303.192,25.0,-0.032,658491011.0,2921605390995.0,51711.0,2566917647426660.0,2015
20,64197,2015-02-02T00:00:00,ISSI,171.497,171.305,169.855,170.415,316.0,-1.082,3281638816.0,3847041654641.0,138384.0,2978794707128180.0,2015
21,64198,2015-02-02T00:00:00,IDX30,469.388,469.34,465.989,467.781,30.0,-1.607,846918103.0,3349398847155.0,76583.0,3025905811822100.0,2015
22,64199,2015-02-02T00:00:00,INFOBANK15,569.399,573.915,567.56,573.915,15.0,4.516,99370718.0,876486871600.0,15320.0,1149479039427990.0,2015
23,64200,2015-02-02T00:00:00,SMinfra18,355.379,355.324,352.451,352.88,18.0,-2.499,615683522.0,1758585980041.0,30241.0,930504207915150.0,2015
24,64201,2015-02-02T00:00:00,MNC36,286.784,286.898,285.142,286.235,36.0,-0.549,1124762802.0,3508569422687.0,83275.0,3023876207115100.0,2015
25,64202,2015-02-02T00:00:00,Investor33,375.586,376.368,372.738,374.599,33.0,-0.987,1017699473.0,3139482304031.0,68349.0,2723867296420240.0,2015
1,64228,2015-02-03T00:00:00,COMPOSITE,5276.236,5310.113,5282.057,5291.718,507.0,15.482,5538941528.0,5752562349064.0,229661.0,5288066534987490.0,2015
2,64229,2015-02-03T00:00:00,AGRI,2242.446,2254.098,2184.614,2195.996,21.0,-46.45,360492279.0,221519069430.0,16226.0,151112716122468.0,2015
3,64230,2015-02-03T00:00:00,MINING,1332.322,1344.776,1330.839,1332.308,41.0,-0.014,627109040.0,235189188596.0,17033.0,248905798724960.0,2015
4,64231,2015-02-03T00:00:00,BASIC-IND,514.318,520.811,514.261,517.185,65.0,2.867,624928946.0,567170584305.0,20896.0,363043349008623.0,2015
5,64232,2015-02-03T00:00:00,MISC-IND,1348.788,1352.97,1324.735,1331.52,41.0,-17.268,154499716.0,218432694860.0,12163.0,379467037016781.0,2015
6,64233,2015-02-03T00:00:00,CONSUMER,2290.986,2304.323,2280.806,2282.873,36.0,-8.113,76766041.0,332147246391.0,13894.0,1040891473827190.0,2015
7,64234,2015-02-03T00:00:00,PROPERTY,558.385,572.488,559.676,569.247,54.0,10.862,1954925188.0,1576639226829.0,63490.0,390529892675522.0,2015
8,64235,2015-02-03T00:00:00,INFRASTRUC,1107.739,1115.974,1107.534,1115.241,51.0,7.502,656780685.0,701316289328.0,29909.0,716922117125691.0,2015
9,64236,2015-02-03T00:00:00,FINANCE,740.736,748.307,741.939,747.547,86.0,6.811,462686879.0,1075334215063.0,22201.0,1345788765097490.0,2015
10,64237,2015-02-03T00:00:00,TRADE,916.655,922.51,912.509,915.199,112.0,-1.456,620752754.0,824813834262.0,33849.0,651405385388765.0,2015
11,64238,2015-02-03T00:00:00,MANUFACTUR,1360.98,1368.823,1354.701,1355.917,142.0,-5.063,856194703.0,1117750525556.0,46953.0,1783401859852600.0,2015
12,64239,2015-02-03T00:00:00,LQ45,908.388,915.61,910.983,913.589,45.0,5.201,1578023880.0,4228286120390.0,126810.0,3396880981373210.0,2015
13,64240,2015-02-03T00:00:00,JII,701.496,707.65,703.262,704.638,30.0,3.142,965390769.0,2450000509980.0,84110.0,1982797732486990.0,2015
14,64241,2015-02-03T00:00:00,MBX,1526.88,1537.76,1529.6,1531.845,256.0,4.965,3156151209.0,4969753845314.0,191152.0,4731342730312760.0,2015
15,64242,2015-02-03T00:00:00,DBX,707.195,709.076,701.975,707.488,251.0,0.293,2382790319.0,782808503750.0,38509.0,556723804674728.0,2015
16,64243,2015-02-03T00:00:00,KOMPAS100,1154.513,1163.717,1157.767,1161.022,100.0,6.509,3405181530.0,4939412454539.0,164878.0,3818153410335270.0,2015
17,64244,2015-02-03T00:00:00,BISNIS-27,457.86,461.176,459.009,460.219,27.0,2.359,642479641.0,2673446033786.0,77139.0,2751259849334100.0,2015
18,64245,2015-02-03T00:00:00,PEFINDO25,481.943,487.547,481.068,483.55,25.0,1.607,311375456.0,315375306429.0,18436.0,161706456177873.0,2015
19,64246,2015-02-03T00:00:00,SRI-KEHATI,303.192,305.387,303.832,304.883,25.0,1.691,466985929.0,2365486094414.0,60240.0,2581239475295420.0,2015
20,64247,2015-02-03T00:00:00,ISSI,170.415,171.76,170.69,170.949,316.0,0.534,3754300709.0,4100594349425.0,164710.0,2988129124323660.0,2015
21,64248,2015-02-03T00:00:00,IDX30,467.781,470.899,468.719,469.99,30.0,2.209,969798405.0,3293698887976.0,91711.0,3040195854736380.0,2015
22,64249,2015-02-03T00:00:00,INFOBANK15,573.915,580.441,574.84,579.593,15.0,5.678,131264706.0,936511586728.0,15987.0,1160851034768640.0,2015
23,64250,2015-02-03T00:00:00,SMinfra18,352.88,356.772,354.393,356.772,18.0,3.892,402512674.0,1282100780314.0,38202.0,940859867193985.0,2015
24,64251,2015-02-03T00:00:00,MNC36,286.235,288.36,286.884,287.661,36.0,1.426,1108899500.0,3337522369010.0,102321.0,3038942581347060.0,2015
25,64252,2015-02-03T00:00:00,Investor33,374.599,377.346,375.607,376.373,33.0,1.774,1066118104.0,2832330474972.0,80042.0,2736768926892420.0,2015
1,64278,2015-02-04T00:00:00,COMPOSITE,5291.718,5348.841,5298.12,5315.284,507.0,23.566,6459339454.0,8373506939709.0,279069.0,5308300772669640.0,2015
2,64279,2015-02-04T00:00:00,AGRI,2195.996,2217.94,2171.41,2175.039,21.0,-20.957,275322444.0,232876256300.0,16747.0,149670595756484.0,2015
3,64280,2015-02-04T00:00:00,MINING,1332.308,1354.58,1336.909,1340.858,41.0,8.55,737392143.0,541080760800.0,23785.0,250503051533894.0,2015
4,64281,2015-02-04T00:00:00,BASIC-IND,517.185,521.27,516.632,517.569,65.0,0.384,473522781.0,682652547600.0,26743.0,363312985296625.0,2015
5,64282,2015-02-04T00:00:00,MISC-IND,1331.52,1346.527,1330.688,1343.431,41.0,11.911,273631391.0,323654871375.0,10940.0,382861424949475.0,2015
6,64283,2015-02-04T00:00:00,CONSUMER,2282.873,2296.626,2270.149,2277.653,36.0,-5.22,99857971.0,362018875410.0,17568.0,1037428807461460.0,2015
7,64284,2015-02-04T00:00:00,PROPERTY,569.247,577.181,563.019,563.975,54.0,-5.272,2254180042.0,2178177870514.0,77116.0,386922518076804.0,2015
8,64285,2015-02-04T00:00:00,INFRASTRUC,1115.241,1128.342,1119.586,1127.191,51.0,11.95,654063417.0,988948629540.0,34707.0,724604137706094.0,2015
9,64286,2015-02-04T00:00:00,FINANCE,747.547,761.24,748.571,755.13,86.0,7.583,754700350.0,1908373600070.0,34489.0,1359233701352870.0,2015
10,64287,2015-02-04T00:00:00,TRADE,915.199,924.284,916.036,918.756,112.0,3.557,936668915.0,1155723528100.0,36974.0,653763550535939.0,2015
11,64288,2015-02-04T00:00:00,MANUFACTUR,1355.917,1365.739,1352.268,1357.695,142.0,1.778,847012143.0,1368326294385.0,55251.0,1783603217707560.0,2015
12,64289,2015-02-04T00:00:00,LQ45,913.589,925.779,916.392,920.349,45.0,6.76,2024396774.0,6415046421829.0,173034.0,3422016153663590.0,2015
13,64290,2015-02-04T00:00:00,JII,704.638,712.082,706.286,708.719,30.0,4.081,1138860921.0,3389893547855.0,105073.0,1994279925002760.0,2015
14,64291,2015-02-04T00:00:00,MBX,1531.845,1550.224,1535.016,1540.678,256.0,8.833,4107072064.0,7320683741002.0,236905.0,4755063482869180.0,2015
15,64292,2015-02-04T00:00:00,DBX,707.488,709.64,702.229,703.252,251.0,-4.236,2352267390.0,1052823198707.0,42164.0,553237289800457.0,2015
16,64293,2015-02-04T00:00:00,KOMPAS100,1161.022,1175.966,1164.133,1168.762,100.0,7.74,4230013897.0,7319063679951.0,220322.0,3843615327483010.0,2015
17,64294,2015-02-04T00:00:00,BISNIS-27,460.219,467.105,462.324,464.679,27.0,4.46,941399558.0,4307826322635.0,101032.0,2777922923543640.0,2015
18,64295,2015-02-04T00:00:00,PEFINDO25,483.55,489.811,483.952,484.874,25.0,1.324,385292862.0,344055462740.0,23304.0,162149152385076.0,2015
19,64296,2015-02-04T00:00:00,SRI-KEHATI,304.883,309.197,306.057,307.869,25.0,2.986,757901113.0,4263437793920.0,93706.0,2606518612846020.0,2015
20,64297,2015-02-04T00:00:00,ISSI,170.949,172.519,171.009,171.462,316.0,0.513,4281506727.0,5663006399391.0,208596.0,2997101298310710.0,2015
21,64298,2015-02-04T00:00:00,IDX30,469.99,476.363,471.62,473.751,30.0,3.761,1257358185.0,5188855559585.0,127244.0,3064522117243890.0,2015
22,64299,2015-02-04T00:00:00,INFOBANK15,579.593,591.42,580.302,586.178,15.0,6.585,267407438.0,1720474576070.0,24807.0,1174040044107800.0,2015
23,64300,2015-02-04T00:00:00,SMinfra18,356.772,361.489,358.472,360.104,18.0,3.332,640472750.0,2412743449915.0,61466.0,949143107832020.0,2015
24,64301,2015-02-04T00:00:00,MNC36,287.661,291.638,288.553,289.898,36.0,2.237,1544731926.0,5219600863924.0,138545.0,3062573323079890.0,2015
25,64302,2015-02-04T00:00:00,Investor33,376.373,381.965,378.098,380.395,33.0,4.022,1488566494.0,4479824187474.0,102169.0,2766013722399980.0,2015
1,64353,2015-02-05T00:00:00,COMPOSITE,5315.284,5314.286,5254.036,5279.895,507.0,-35.389,5020783021.0,6878320324295.0,243879.0,5274420983473180.0,2015
2,64354,2015-02-05T00:00:00,AGRI,2175.039,2245.502,2178.155,2245.502,21.0,70.463,686533505.0,464796637050.0,21730.0,154519364187184.0,2015
3,64355,2015-02-05T00:00:00,MINING,1340.858,1340.587,1327.684,1332.475,41.0,-8.383,285180577.0,176996466665.0,14726.0,248936891777139.0,2015
4,64356,2015-02-05T00:00:00,BASIC-IND,517.569,519.894,515.887,518.579,65.0,1.01,484448967.0,531707228604.0,23640.0,364021448559176.0,2015
5,64357,2015-02-05T00:00:00,MISC-IND,1343.431,1347.008,1308.935,1316.819,41.0,-26.612,408090800.0,489259149300.0,22290.0,375277331137016.0,2015
6,64358,2015-02-05T00:00:00,CONSUMER,2277.653,2271.489,2232.926,2248.232,36.0,-29.421,119369863.0,504843990065.0,17140.0,1027792912196270.0,2015
7,64359,2015-02-05T00:00:00,PROPERTY,563.975,569.115,560.317,562.715,54.0,-1.26,1223559007.0,1317242382358.0,54259.0,386057933095550.0,2015
8,64360,2015-02-05T00:00:00,INFRASTRUC,1127.191,1124.44,1111.034,1116.101,51.0,-11.09,639568971.0,1115046412500.0,28834.0,717474870279446.0,2015
9,64361,2015-02-05T00:00:00,FINANCE,755.13,756.023,744.35,749.024,86.0,-6.106,511318433.0,1449082142093.0,28331.0,1347785746879920.0,2015
10,64362,2015-02-05T00:00:00,TRADE,918.756,919.573,912.04,917.054,112.0,-1.702,662712898.0,829345915660.0,32929.0,652554485361479.0,2015
11,64363,2015-02-05T00:00:00,MANUFACTUR,1357.695,1356.555,1335.671,1342.671,142.0,-15.024,1011909630.0,1525810367969.0,63070.0,1767091691892460.0,2015
12,64364,2015-02-05T00:00:00,LQ45,920.349,919.63,905.996,910.939,45.0,-9.41,1409310391.0,5517166940532.0,144427.0,3387027685079760.0,2015
13,64365,2015-02-05T00:00:00,JII,708.719,707.773,696.518,700.398,30.0,-8.321,910304953.0,3185265522752.0,87826.0,1970867047804400.0,2015
14,64366,2015-02-05T00:00:00,MBX,1540.678,1540.377,1521.437,1529.136,256.0,-11.542,3242716615.0,6175113118610.0,195843.0,4721155422895170.0,2015
15,64367,2015-02-05T00:00:00,DBX,703.252,704.072,700.388,703.288,251.0,0.036,1778066406.0,703207205685.0,48036.0,553265560578014.0,2015
16,64368,2015-02-05T00:00:00,KOMPAS100,1168.762,1168.229,1152.372,1158.244,100.0,-10.518,3015827471.0,6183729359346.0,184361.0,3809025789451310.0,2015
17,64369,2015-02-05T00:00:00,BISNIS-27,464.679,464.473,458.366,460.812,27.0,-3.867,721760208.0,3698185028485.0,83427.0,2754805104702190.0,2015
18,64370,2015-02-05T00:00:00,PEFINDO25,484.874,487.436,483.593,485.139,25.0,0.265,400885102.0,334041847806.0,20402.0,162237987041216.0,2015
19,64371,2015-02-05T00:00:00,SRI-KEHATI,307.869,307.329,301.912,303.862,25.0,-4.007,732194688.0,3764300175070.0,79604.0,2572595754269040.0,2015
20,64372,2015-02-05T00:00:00,ISSI,171.462,171.462,169.302,170.18,316.0,-1.282,3109227676.0,4622736651388.0,176261.0,2974694790037920.0,2015
21,64373,2015-02-05T00:00:00,IDX30,473.751,473.312,466.444,469.025,30.0,-4.726,1000431904.0,4605483498885.0,108911.0,3033951902665640.0,2015
22,64374,2015-02-05T00:00:00,INFOBANK15,586.178,586.751,576.725,580.732,15.0,-5.446,172552269.0,1318824043520.0,21764.0,1163132025775080.0,2015
23,64375,2015-02-05T00:00:00,SMinfra18,360.104,359.411,354.91,356.655,18.0,-3.449,539383577.0,1994227406687.0,49503.0,940432909361135.0,2015
24,64376,2015-02-05T00:00:00,MNC36,289.898,289.601,285.035,286.646,36.0,-3.252,1190183972.0,4752661463172.0,116249.0,3028220220067600.0,2015
25,64377,2015-02-05T00:00:00,Investor33,380.395,380.06,374.479,376.557,33.0,-3.838,892129960.0,3911564931785.0,84653.0,2738107189309810.0,2015
1,64403,2015-02-06T00:00:00,COMPOSITE,5279.895,5342.515,5296.597,5342.515,507.0,62.62,6636198494.0,7574278683573.0,218928.0,5332750632928940.0,2015
2,64404,2015-02-06T00:00:00,AGRI,2245.502,2328.134,2260.535,2328.134,21.0,82.632,577373963.0,574203570300.0,26438.0,160205474501451.0,2015
3,64405,2015-02-06T00:00:00,MINING,1332.475,1347.837,1337.432,1347.837,41.0,15.362,440409746.0,288873947141.0,15867.0,251806853072943.0,2015
4,64406,2015-02-06T00:00:00,BASIC-IND,518.579,523.5,518.67,523.5,65.0,4.921,235703467.0,256404528465.0,14893.0,367476158028847.0,2015
5,64407,2015-02-06T00:00:00,MISC-IND,1316.819,1325.144,1303.812,1325.144,41.0,8.325,343105330.0,532493039300.0,10310.0,377649984895202.0,2015
6,64408,2015-02-06T00:00:00,CONSUMER,2248.232,2310.953,2246.046,2306.194,36.0,57.962,77314266.0,466674561070.0,15470.0,1046228355968860.0,2015
7,64409,2015-02-06T00:00:00,PROPERTY,562.715,570.689,563.264,570.689,54.0,7.974,1575415409.0,1062553728502.0,42625.0,391528827983707.0,2015
8,64410,2015-02-06T00:00:00,INFRASTRUC,1116.101,1122.952,1113.936,1122.677,51.0,6.576,736527277.0,664223580190.0,29640.0,721701873862677.0,2015
9,64411,2015-02-06T00:00:00,FINANCE,749.024,757.552,752.146,753.919,86.0,4.895,1803381115.0,1870013474140.0,29977.0,1356464110186760.0,2015
10,64412,2015-02-06T00:00:00,TRADE,917.054,927.057,915.97,927.057,112.0,10.003,846967921.0,1858838254465.0,33708.0,659688994428492.0,2015
11,64413,2015-02-06T00:00:00,MANUFACTUR,1342.671,1365.246,1342.434,1365.246,142.0,22.575,656123063.0,1255572128835.0,40673.0,1791354498892900.0,2015
12,64414,2015-02-06T00:00:00,LQ45,910.939,923.886,914.521,923.886,45.0,12.947,1791667485.0,5917368517170.0,131030.0,3435167220353450.0,2015
13,64415,2015-02-06T00:00:00,JII,700.398,711.517,701.798,711.517,30.0,11.119,1050409010.0,3814975977790.0,83799.0,2002153511592360.0,2015
14,64416,2015-02-06T00:00:00,MBX,1529.136,1548.215,1534.419,1548.215,256.0,19.079,3903266191.0,6687055412825.0,185855.0,4775635442472360.0,2015
15,64417,2015-02-06T00:00:00,DBX,703.288,708.165,703.466,708.165,251.0,4.877,2732932303.0,887223270748.0,33073.0,557115190456574.0,2015
16,64418,2015-02-06T00:00:00,KOMPAS100,1158.244,1174.266,1163.047,1174.266,100.0,16.022,3795423580.0,6760443155462.0,172140.0,3861716994627740.0,2015
17,64419,2015-02-06T00:00:00,BISNIS-27,460.812,466.082,462.979,465.974,27.0,5.162,644006184.0,3257848535665.0,81216.0,2785664544498040.0,2015
18,64420,2015-02-06T00:00:00,PEFINDO25,485.139,492.625,484.971,491.884,25.0,6.745,304947473.0,245980470080.0,20017.0,164501342541615.0,2015
19,64421,2015-02-06T00:00:00,SRI-KEHATI,303.862,307.684,305.046,307.528,25.0,3.666,551527661.0,3139706917655.0,64318.0,2603631045136430.0,2015
20,64422,2015-02-06T00:00:00,ISSI,170.18,172.327,170.547,172.327,316.0,2.147,3394444405.0,5004773730608.0,150713.0,3012236799592930.0,2015
21,64423,2015-02-06T00:00:00,IDX30,469.025,475.566,470.979,475.423,30.0,6.398,992240056.0,3862778990110.0,93918.0,3075341033031280.0,2015
22,64424,2015-02-06T00:00:00,INFOBANK15,580.732,587.83,582.698,584.165,15.0,3.433,187781746.0,1234190516940.0,16791.0,1170007839656540.0,2015
23,64425,2015-02-06T00:00:00,SMinfra18,356.655,359.756,356.894,359.756,18.0,3.101,327284443.0,973923732940.0,31410.0,948898148998425.0,2015
24,64426,2015-02-06T00:00:00,MNC36,286.646,290.747,287.847,290.541,36.0,3.895,1040680871.0,3807753993370.0,98644.0,3069375764050370.0,2015
25,64427,2015-02-06T00:00:00,Investor33,376.557,380.639,377.986,380.639,33.0,4.082,1347088077.0,3720249644190.0,87757.0,2767786048438640.0,2015
1,64453,2015-02-09T00:00:00,COMPOSITE,5342.515,5375.088,5333.23,5348.47,507.0,5.955,5956051541.0,5818169171828.0,200675.0,5336564762435060.0,2015
2,64454,2015-02-09T00:00:00,AGRI,2328.134,2334.339,2274.686,2274.686,21.0,-53.448,379304030.0,258694942700.0,17409.0,156527581931760.0,2015
3,64455,2015-02-09T00:00:00,MINING,1347.837,1354.326,1340.775,1343.732,41.0,-4.105,299867025.0,260881661500.0,16756.0,251039945527039.0,2015
4,64456,2015-02-09T00:00:00,BASIC-IND,523.5,527.171,522.849,525.816,65.0,2.316,165041880.0,309704222200.0,14448.0,369101973318439.0,2015
5,64457,2015-02-09T00:00:00,MISC-IND,1325.144,1339.523,1317.995,1324.264,41.0,-0.88,185791719.0,232847532245.0,7566.0,377398998468539.0,2015
